drugId,HRCHY_1,HRCHY_2,HRCHY_3,HRCHY_4,HRCHY_5,HRCHY_6
170072,Insulin secretagogue,"liraglutide, Chongqing Chenan Biopharm",,,,
170120,Insulin secretagogue,"liraglutide, Wanbang Biopharmaceuticals",,,,
170180,Insulin secretagogue,"Metformin + Sitagliptin, Hetero Labs",,,,
170226,Insulin secretagogue,"sitagliptin, Hetero Labs",,,,
170306,Insulin secretagogue,"vildagliptin, Hefei Ying Tai Pharmaceutical Co.",,,,
170388,Insulin secretagogue,"insulinotropic peptide fusion protein, Wuxi Hebang Biotechnology Co.",,,,
170492,Insulin secretagogue,"colloidal silicon dioxide + metformin hydrochloride + sitagliptin hydrochloride hydrate, Daewon Pharm",,,,
171136,Insulin secretagogue,"rapaglinide, Hangzhou Zhongmei Huadong Pharmaceutical Co.",,,,
171474,Insulin secretagogue,"vildagliptin, Hanmi",,,,
171542,Insulin secretagogue,"sitagliptin, Gedeon Richter",,,,
171584,Insulin secretagogue,"sitagliptin phosphate, Lepu Pharmaceuticals Co.",,,,
171774,Insulin secretagogue,"gliclazide (sustained-release), Tianjin Junan Biological Pharmaceutical Co.",,,,
172220,Insulin secretagogue,Teneliglip M,,,,
172401,Insulin secretagogue,"sitagliptin phosphate + metformin hydrochloride, Hybio Pharmaceutical Co",,,,
173053,Insulin secretagogue,"sitagliptin, Alborz Darou",,,,
173055,Insulin secretagogue,"gemigliptin + dapagliflozin, LG Chem",,,,
173058,Insulin secretagogue,"vildagliptin, Korea United Pharm.",,,,
173137,Insulin secretagogue,"sitagliptin, Aburaihan",,,,
173677,Insulin secretagogue,"sitagliptin phosphate, Y.S.P. Industries",,,,
173708,Insulin secretagogue,"vildagliptin, Shandong Fenghuang Pharmaceutical Co.",,,,
173814,Insulin secretagogue,"vildagliptin, Krka d. d.",,,,
173868,Insulin secretagogue,"metformin hydrochloride + sitagliptin, Gedeon Richter",,,,
174555,Insulin secretagogue,"glipizide, Shijiazhuang Yiling Pharmaceutical Co.",,,,
174668,Insulin secretagogue,RW5517,,,,
174669,Insulin secretagogue,"metformin + sitagliptin, Aramis Pharmed",,,,
174805,Insulin secretagogue,"metformin/sitagliptin, Alhavi Pharmaceuticals",,,,
175397,Insulin secretagogue,Traka Duo,,,,
175399,Insulin secretagogue,"linagliptin, Kolamr Korea",,,,
175753,Insulin secretagogue,"vildagliptin, Alfred E. Tiefenbacher",,,,
176046,Insulin secretagogue,"gliquidone, Shijiazhuang Yiling Pharmaceutical Co.",,,,
176103,Insulin secretagogue,"rosuvastatin + teneligliptin, Synokem",,,,
176104,Insulin secretagogue,"metformin + vildagliptin, Gedeon Richter",,,,
176167,Insulin secretagogue,"gliclazide (sustained-release), Tianjin Zhongxin Pharmaceutical Group Co., Ltd. Xinxin Pharmaceutical Factory",,,,
176615,Insulin secretagogue,"glipizide, Shijiazhuang Yiling Pharmaceutical Co",,,,
176641,Insulin secretagogue,"remogliflozin etabonate + vildagliptin, Glenmark",,,,
176766,Insulin secretagogue,"vildagliptin, Kolmar korea",,,,
176768,Insulin secretagogue,"metformin + sitagliptin, Samik Pharmaceutical",,,,
177315,Insulin secretagogue,Glynor,,,,
177496,Insulin secretagogue,"glipizide, Haikou Qili Pharmaceutical Co",,,,
177662,Insulin secretagogue,sitagliptin hydrochloride hydrate,,,,
179398,Insulin secretagogue,"Glimepiride, Shandong Danhong Pharmaceutical Co.",,,,
179920,Insulin secretagogue,"linagliptin, Sichuan Kelun Pharmaceutical Co.",,,,
180019,Insulin secretagogue,"mitiglinide calcium, Jiangsu Hansoh Pharmaceutical Group Co.",,,,
181107,Insulin secretagogue,"sitagliptin, Arya Pharmaceutical Company",,,,
181114,Insulin secretagogue,"sitagliptin hydrochloride monohydrate, YooYoung Pharmaceutical",,,,
181124,Insulin secretagogue,KBP-701,,,,
181160,Insulin secretagogue,"metformin hydrochloride + linagliptin, Dong Wha",,,,
181512,Insulin secretagogue,vilda port met,,,,
182073,Insulin secretagogue,"sitagliptin, Novartis",,,,
182075,Insulin secretagogue,"alogliptin, Unison Laboratories",,,,
182277,Insulin secretagogue,Dimaryl,,,,
182449,Insulin secretagogue,"sitagliptin, Zydus Cadila",,,,
182602,Insulin secretagogue,"glimepiride, Farmak",,,,
182822,Insulin secretagogue,"gliclazide, Chengdu Hengrui Pharmaceutical Co.",,,,
182838,Insulin secretagogue,"linagliptin, Gan & Lee Pharmaceuticals",,,,
182842,Insulin secretagogue,"repaglinide, Beijing BeiLu Pharmaceutical Co.",,,,
182934,Insulin secretagogue,"gliclazide (sustained-release), Shanghai Fosun Pharmaceutical (Group) Co./Wanbang Biopharmaceuticals Co./Jiangsu Huanghe Pharmaceutical Co.",,,,
182936,Insulin secretagogue,"glipizide, Disha Pharmaceutical Group",,,,
182946,Insulin secretagogue,"vildagliptin, Zhejiang Nuode Pharmaceutical Co.",,,,
183282,Insulin secretagogue,"sitagliptin phosphate, Qilu Pharmaceutical Co.",,,,
183356,Insulin secretagogue,"glipizide + metformin hydrochloride, Beijing SHKB Pharmaceutical Co.",,,,
183452,Insulin secretagogue,"sitagliptin phosphate, Shandong Bestcomm Pharmaceutical Co./Shandong Loncom Pharmaceutical Co.",,,,
183715,Insulin secretagogue,"gliclazide, Ningbo Krka Menovo Pharmaceutical",,,,
184342,Insulin secretagogue,"Gliclazide (modified-release), PFK Renewal JSC",,,,
184540,Insulin secretagogue,TARO-GLICLAZIDE MR,,,,
184774,Insulin secretagogue,"Gliclazide (modified-release), Mint Pharmaceuticals",,,,
185101,Insulin secretagogue,"metformin + sitagliptin, Novartis/Sandoz",,,,
186005,Insulin secretagogue,"evogliptin + metformin (SR), Alkem Laboratories",,,,
186630,Insulin secretagogue,"linagliptin + metformin hydrochloride, Dr. Abidi Pharmaceuticals",,,,
186702,Insulin secretagogue,"vildagliptin, Ozone",,,,
186747,Insulin secretagogue,Sitavian,,,,
187031,Insulin secretagogue,"vildagliptin, B-Pharm",,,,
187335,Insulin secretagogue,"vildagliptin, Shandong Loncom Pharmaceutical Co.",,,,
187513,Insulin secretagogue,"linagliptin, Chengdu Brilliant Pharmaceutical Co.",,,,
187514,Insulin secretagogue,"vildagliptin, Kamp Pharmaceuticals Co.",,,,
187516,Insulin secretagogue,"metformin Hydrochloride/sitagliptin Phosphate, Zhejiang Huahai Pharmaceutical Co.",,,,
187519,Insulin secretagogue,"sitagliptin, Zhejiang Huahai Pharmaceutical Co",,,,
187540,Insulin secretagogue,"linagliptin, Qingdao Huanghai Pharmaceutical Co.",,,,
187549,Insulin secretagogue,"gliclazide, Jiangxi Pharmaceutical Co.",,,,
187851,Insulin secretagogue,"liraglutide, Sciwind",,,,
187853,Insulin secretagogue,"saxagliptin, Beijing Winsunny Pharmaceutical Co. {Beijing Wansheng Pharmaceutical Co.}",,,,
187872,Insulin secretagogue,"exenatide, Wuxi Hebang Biotechnology Co.",,,,
188072,Insulin secretagogue,"glipizide + metformin, Disha Pharmaceutical Group",,,,
188108,Insulin secretagogue,"liraglutide, Beijing SL Pharmaceutical Co.",,,,
188634,Insulin secretagogue,"Teneligliptin + Pioglitazone, Synokem Pharmaceuticals",,,,
188678,Insulin secretagogue,"sitagliptin, International Bio Services",,,,
188907,Insulin secretagogue,"glibenclamide + metformin, JSC North Star",,,,
188942,Insulin secretagogue,"vildagliptin, JSC North Star",,,,
189754,Insulin secretagogue,"gliclazide, Tianjin Huairen Pharmaceutical Co.",,,,
189851,Insulin secretagogue,"glipizide, Yangtze River Pharmaceutical Group",,,,
189982,Insulin secretagogue,"sitagliptin + dapagliflozin, Alvogen Korea",,,,
189983,Insulin secretagogue,"sitagliptin hydrochloride, Sinil Pharmaceutical",,,,
190174,Insulin secretagogue,"exenatide, Hybio Pharmaceutical Co.",,,,
190181,Insulin secretagogue,"vildagliptin, Ji Lin Ao Dong Yanbian Pharmaceutical Co.",,,,
190264,Insulin secretagogue,"glipizide, Shanghai Anbison Lab. Co.",,,,
190365,Insulin secretagogue,Hillersmet,,,,
190503,Insulin secretagogue,Teneliglip M,,,,
190549,Insulin secretagogue,"gliclazide, Shandong Lukang Pharmaceutical Co.",,,,
190556,Insulin secretagogue,"metformin + sitagliptin, Dr. Abidi Pharmaceuticals",,,,
190923,Insulin secretagogue,"sitagliptin, Canonpharma",,,,
190928,Insulin secretagogue,"sitagliptin, Medisorb",,,,
191309,Insulin secretagogue,Glimaday Forte,,,,
191357,Insulin secretagogue,"sitagliptin, Dr. Reddys Laboratories",,,,
192153,Insulin secretagogue,OW Sema + GIP,,,,
192224,Insulin secretagogue,"vildagliptin + metformin, Overseas Pharmaceuticals/Taizhou Overseas Pharmaceuticals",,,,
192887,Insulin secretagogue,dorzagliatin + sitagliptin,,,,
192982,Insulin secretagogue,"exenatide, iCure Pharmaceutical",,,,
193052,Insulin secretagogue,"sitagliptin, HEC Pharm",,,,
193111,Insulin secretagogue,"Gliclazide, Centaur Pharmaceuticals",,,,
193561,Insulin secretagogue,"sitagliptin, JSC Marbiopharm",,,,
193610,Insulin secretagogue,"sitagliptin/metformin, Koushan Pharmed",,,,
193674,Insulin secretagogue,"sitagliptin phosphate, Hubei Hongyuan Pharmaceutical Technology Co.",,,,
193748,Insulin secretagogue,"dotinurad, Tianjin Pharmaceuticals Research Institute Co.",,,,
194534,Insulin secretagogue,"sitagliptin + metformin, Krka d. d.",,,,
194742,Insulin secretagogue,"teneligliptin hydrobromide hydrate, Hana Pharm",,,,
194746,Insulin secretagogue,"sitagliptin phosphate, Ningbo Menovo Tiankang Pharmaceutical Co.",,,,
196331,Insulin secretagogue,"sitagliptin, Teva/ratiopharm",,,,
196417,Insulin secretagogue,"vildagliptin, Viwit Pharmaceutical Co.",,,,
196730,Insulin secretagogue,"glimepiride + voglibose + metformin, Inventia Healthcare",,,,
196734,Insulin secretagogue,"glimepiride + metformin, Inventia Healthcare",,,,
196739,Insulin secretagogue,"sitagliptin phosphate, Zhejiang Tianyu Pharmaceutical Co./Zhejiang Nuode Pharmaceutical Co.",,,,
196865,Insulin secretagogue,"Vildagliptin/Metformin hydrochloride, Alfred E. Tiefenbacher",,,,
196890,Insulin secretagogue,"glipizide, Zibo Wanjie Pharmaceutical Co.",,,,
197032,Insulin secretagogue,"linagliptin, Hangzhou Minsheng Pharmaceutical Co.",,,,
197039,Insulin secretagogue,"vildagliptin, Hebei Wansui Pharmaceutical Co.",,,,
197400,Insulin secretagogue,"Glimepiride + Vildagliptin + Metformin, Laboratorios Silanes",,,,
197872,Insulin secretagogue,"sitagliptin phosphate, Shanghai Fosun Pharmaceutical (Group) Co./Wanbang Biopharmaceuticals Co.",,,,
197935,Insulin secretagogue,"liraglutide, Shenzhen JYMed Technology Co.",,,,
197993,Insulin secretagogue,"sitagliptin phosphate, Suzhou Tianma Pharma Group Tianji Bio-Pharmaceutical Co.",,,,
198465,Insulin secretagogue,"recombinant exendin-4-Fc fusion protein, Hualan Biological Engineering",,,,
198494,Insulin secretagogue,"liraglutide, Beijing Nuobote Biotechnology Co.",,,,
198503,Insulin secretagogue,"exenatide, ChengDu ShengNuo BioTec Co.",,,,
198684,Insulin secretagogue,"semaglutide, Huadong Medicine Co.",,,,
198919,Insulin secretagogue,"metformin + sitagliptin, Grindeks",,,,
198968,Insulin secretagogue,"vildagliptin, Vertex Pharmaceuticals",,,,
199083,Insulin secretagogue,"glimepiride, HLB Pharmaceutical",,,,
199415,Insulin secretagogue,"glipizide, Shandong Renhetang Pharmaceutical Co.",,,,
199681,Insulin secretagogue,"sitagliptin phosphate, Sichuan Pharmaceutical",,,,
199970,Insulin secretagogue,"gliclazide, CR Double-Crane Pharmaceuticals Co./CR Shuanghe Limin Pharmaceutical (Jinan) Co.",,,,
200052,Insulin secretagogue,"glibenclamide, Jiangsu Aosaikang Pharmaceutical Co. glibenclamide, Jiangsu Aosaikang Pharmaceutical Co.",,,,
200066,Insulin secretagogue,"dapagliflozin + sitagliptin, Sun Pharma Advanced Research",,,,
200491,Insulin secretagogue,Diamicron XR MEX 500,,,,
200492,Insulin secretagogue,"gliclazide + metformin hydrochloride, Dr. Reddys Laboratories",,,,
200833,Insulin secretagogue,HR-17031,,,,
200885,Insulin secretagogue,"sitagliptin phosphate, Yantai Luyin Pharmaceutical Co.",,,,
200908,Insulin secretagogue,"semaglutide, Zhuhai United Laboratories",,,,
200935,Insulin secretagogue,"insulin lispro + pramlintide, Adocia",,,,
201131,Insulin secretagogue,"vildagliptin, Sichuan Zitonggong Pharmaceutical Co.",,,,
201135,Insulin secretagogue,"glipizide, Shandong Lukang Pharmaceutical Co.",,,,
201411,Insulin secretagogue,"liraglutide, Chengdu Shengnuo Biopharm Co.",,,,
201421,Insulin secretagogue,"dapagliflozin + sitagliptin, GL Pharmtech",,,,
201510,Insulin secretagogue,"saxagliptin + metformin, Beijing Winsunny Pharmaceutical Co.",,,,
201511,Insulin secretagogue,"sitagliptin + metformin, Qilu Pharmaceutical Co.",,,,
201549,Insulin secretagogue,"sitagliptin + metformin, Shanghai Anbison Lab. Co..",,,,
201556,Insulin secretagogue,"sitagliptin, Bio-Innova & Synchron Co.",,,,
201678,Insulin secretagogue,"sitagliptin + metformin hydrochloride, Bio-Innova & Synchron Co.",,,,
201680,Insulin secretagogue,Sitagtin,,,,
202003,Insulin secretagogue,"vildagliptin, Ningbo Krka Menovo Pharmaceutical",,,,
202031,Insulin secretagogue,"semaglutide, Hangzhou Jiuyuan Gene",,,,
202306,Insulin secretagogue,"sitagliptin + metformin, Canonpharma",,,,
202387,Insulin secretagogue,"saxagliptin + metformin, Hefei Cosource Pharmaceuticals",,,,
202391,Insulin secretagogue,"glibenclamide + metformin hydrochloride, Sanmenxia Sinoway Pharmaceutical Co.",,,,
202402,Insulin secretagogue,"insulin-stimulating peptide fusion protein, Lanzhou institute of biological products",,,,
202452,Insulin secretagogue,"vildagliptin, Jinan Mingxin Pharmaceutical Co.",,,,
202603,Insulin secretagogue,"recombinant exenatide-human serum albumin fusion protein, Zhejiang Huayang Pharmaceutical Co.",,,,
202711,Insulin secretagogue,"vildagliptin nitrate + metformin hydrochloride, Kyungbo Pharmaceutical",,,,
202838,Insulin secretagogue,"gliclazide sustained-release, Haisco Pharmaceutical Group Co",,,,
202969,Insulin secretagogue,"alogliptin benzoate, Shandong Xinhua Pharmaceutical Co.",,,,
203182,Insulin secretagogue,"vildagliptin + metformin, Synokem Pharmaceuticals",,,,
203396,Insulin secretagogue,"linagliptin, Bio-Innova & Synchron Co.",,,,
203538,Insulin secretagogue,"glucagon+exenatide, Adocia",,,,
203547,Insulin secretagogue,"pioglitazone hydrochloride + vildagliptin, USV Private Limited",,,,
203619,Insulin secretagogue,"vildagliptin, Overseas Pharmaceuticals",,,,
203688,Insulin secretagogue,"dapagliflozin + sitagliptin, Dong Wha",,,,
203807,Insulin secretagogue,"vildagliptin, Hunan Jiudian Pharmaceutical Co.",,,,
203809,Insulin secretagogue,"recombinant insulin secretagogue, Beijing Genetech Pharm",,,,
204402,Insulin secretagogue,"semaglutide, Livzon Pharmaceutical",,,,
204423,Insulin secretagogue,"sitagliptin + metformin, Hangzhou Bio-Sincerity Pharma-Tech",,,,
204738,Insulin secretagogue,"glimepiride, Pranapharm",,,,
204899,Insulin secretagogue,"metformin + sitagliptin, Jaber Ebne Hayyan Pharmaceutical",,,,
205432,Insulin secretagogue,"Sitagliptin, Zentiva",,,,
205797,Insulin secretagogue,"gliclazid, Sigillata Limited",,,,
205806,Insulin secretagogue,"vildagliptin, Teva/ratiopharm",,,,
205807,Insulin secretagogue,"linagliptin, Intas Pharmaceuticals",,,,
206003,Insulin secretagogue,"mitiglinide, Beijing SHKB Pharmaceutical Co.",,,,
206246,Insulin secretagogue,"metformin + sitagliptin, Pisa Farmaceutica {Laboratorios Pisa}",,,,
206368,Insulin secretagogue,"sitagliptin, Izvarino Pharma",,,,
206455,Insulin secretagogue,"metformin + sitagliptin + dapagliflozin, Alkem Laboratories",,,,
206484,Insulin secretagogue,"dapagliflozin + sitagliptin, SK Chemicals",,,,
206539,Insulin secretagogue,"sitagliptin, Jaber Ebne Hayyan Pharmaceutical",,,,
206540,Insulin secretagogue,"sitagliptin, Daana Pharma",,,,
206660,Insulin secretagogue,"gliclazide, Actoverco",,,,
206791,Insulin secretagogue,"sitagliptin, Grindeks",,,,
206857,Insulin secretagogue,"vildagliptin + metformin, Canonpharma",,,,
206963,Insulin secretagogue,"dapagliflozin + teneligliptin, Synokem Pharmaceuticals",,,,
207155,Insulin secretagogue,"sitagliptin + metformin + glimepiride, Sun Pharmaceutical",,,,
207209,Insulin secretagogue,"alogliptin, China Crown Pharmaceutical",,,,
207261,Insulin secretagogue,sitagliptin + dapagliflozin + metformin hydrochloride ER,,,,
207312,Insulin secretagogue,"vildagliptin, Berezovsky Pharmaceutical Works",,,,
166,Angiogenesis inhibitor,"2-methoxyestradiol, EntreMed",,,,
509,Angiogenesis inhibitor,ombrabulin,,,,
626,Angiogenesis inhibitor,prinomastat,,,,
639,Angiogenesis inhibitor,AGM-1470,,,,
943,Angiogenesis inhibitor,AngioMab,,,,
944,Angiogenesis inhibitor,Angiozyme,,,,
1583,Angiogenesis inhibitor,"angiostatin, EntreMed",,,,
1624,Angiogenesis inhibitor,etaracizumab,,,,
1651,Angiogenesis inhibitor,IMC-1C11,,,,
1716,Angiogenesis inhibitor,bevacizumab,,,,
2038,Angiogenesis inhibitor,atiprimod dimaleate,,,,
2184,Angiogenesis inhibitor,tanomastat,,,,
2671,Angiogenesis inhibitor,BST-2001,,,,
3229,Angiogenesis inhibitor,CAI,,,,
3689,Angiogenesis inhibitor,beloranib hemioxalate,,,,
3729,Angiogenesis inhibitor,CM-101,,,,
4024,Angiogenesis inhibitor,CT-2584,,,,
4726,Angiogenesis inhibitor,rebimastat,,,,
5020,Angiogenesis inhibitor,D-22213,,,,
6078,Angiogenesis inhibitor,cilengitide,,,,
6331,Angiogenesis inhibitor,"endostatin, Alchemgen",,,,
6337,Angiogenesis inhibitor,atrasentan,,,,
7547,Angiogenesis inhibitor,GCS-100,,,,
7918,Angiogenesis inhibitor,genistein,,,,
8874,Angiogenesis inhibitor,lenalidomide,,,,
9862,Angiogenesis inhibitor,ABT-828,,,,
10750,Angiogenesis inhibitor,talactoferrin alfa,,,,
11190,Angiogenesis inhibitor,MB-102,,,,
11417,Angiogenesis inhibitor,incyclinide,,,,
11750,Angiogenesis inhibitor,marimastat,,,,
12081,Angiogenesis inhibitor,midostaurin,,,,
12479,Angiogenesis inhibitor,Neovastat,,,,
12727,Angiogenesis inhibitor,pegaptanib octasodium,,,,
13836,Angiogenesis inhibitor,"PEDF gene therapy, GenVec",,,,
13897,Angiogenesis inhibitor,muparfostat,,,,
15034,Angiogenesis inhibitor,tipifarnib,,,,
15581,Angiogenesis inhibitor,sorafenib,,,,
16253,Angiogenesis inhibitor,everolimus,,,,
16751,Angiogenesis inhibitor,semaxanib,,,,
16752,Angiogenesis inhibitor,orantinib,,,,
17219,Angiogenesis inhibitor,squalamine,,,,
17389,Angiogenesis inhibitor,"suramin hexasodium, PD",,,,
17492,Angiogenesis inhibitor,amsilarotene,,,,
17529,Angiogenesis inhibitor,"trifluridine + tipiracil hydrochloride, Servier",,,,
17938,Angiogenesis inhibitor,tecogalan sodium,,,,
18087,Angiogenesis inhibitor,"thalidomide, Celgene",,,,
19513,Angiogenesis inhibitor,YM-598,,,,
21516,Angiogenesis inhibitor,G-024856,,,,
22172,Angiogenesis inhibitor,NS-3728,,,,
22238,Angiogenesis inhibitor,SB-273005,,,,
22691,Angiogenesis inhibitor,"A6, Angstrom",,,,
22732,Angiogenesis inhibitor,CEL-031,,,,
22760,Angiogenesis inhibitor,ZD-6126,,,,
22804,Angiogenesis inhibitor,131-I-TM-601,,,,
22873,Angiogenesis inhibitor,Benefin,,,,
23341,Angiogenesis inhibitor,oglufanide disodium,,,,
23518,Angiogenesis inhibitor,Exherin,,,,
